feature_set,target,model,subject_id,mae_min,r2
HRV,lt2,"EN(α=0.01,l1=0.2)",S013,3.2357,0.706
HRV,lt2,"EN(α=0.01,l1=0.2)",S014,2.1835,0.781
HRV,lt2,"EN(α=0.01,l1=0.2)",S016,1.8907,0.79
HRV,lt2,"EN(α=0.01,l1=0.2)",S017,0.9375,0.952
HRV,lt2,"EN(α=0.01,l1=0.2)",S018,5.1871,-6.244
HRV,lt2,"EN(α=0.01,l1=0.2)",S019,1.7872,0.931
HRV,lt2,"EN(α=0.01,l1=0.5)",S001,2.0784,0.841
HRV,lt2,"EN(α=0.01,l1=0.5)",S002,2.514,0.473
HRV,lt2,"EN(α=0.01,l1=0.5)",S003,3.5319,0.67
HRV,lt2,"EN(α=0.01,l1=0.5)",S004,1.9271,0.742
HRV,lt2,"EN(α=0.01,l1=0.5)",S005,2.8435,0.68
HRV,lt2,"EN(α=0.01,l1=0.5)",S006,0.7982,0.91
HRV,lt2,"EN(α=0.01,l1=0.5)",S007,2.2317,0.219
HRV,lt2,"EN(α=0.01,l1=0.5)",S008,1.2049,0.839
HRV,lt2,"EN(α=0.01,l1=0.5)",S009,1.6038,0.949
HRV,lt2,"EN(α=0.01,l1=0.5)",S010,3.693,0.703
HRV,lt2,"EN(α=0.01,l1=0.5)",S011,1.7692,0.803
HRV,lt2,"EN(α=0.01,l1=0.5)",S012,1.562,0.723
HRV,lt2,"EN(α=0.01,l1=0.5)",S013,3.3003,0.695
HRV,lt2,"EN(α=0.01,l1=0.5)",S014,2.1695,0.783
HRV,lt2,"EN(α=0.01,l1=0.5)",S016,1.9052,0.788
HRV,lt2,"EN(α=0.01,l1=0.5)",S017,0.9231,0.953
HRV,lt2,"EN(α=0.01,l1=0.5)",S018,5.1545,-6.155
HRV,lt2,"EN(α=0.01,l1=0.5)",S019,1.8005,0.93
HRV,lt2,"EN(α=0.01,l1=0.9)",S001,2.0523,0.845
HRV,lt2,"EN(α=0.01,l1=0.9)",S002,2.5426,0.462
HRV,lt2,"EN(α=0.01,l1=0.9)",S003,3.5306,0.67
HRV,lt2,"EN(α=0.01,l1=0.9)",S004,1.9392,0.739
HRV,lt2,"EN(α=0.01,l1=0.9)",S005,2.8725,0.679
HRV,lt2,"EN(α=0.01,l1=0.9)",S006,0.8036,0.909
HRV,lt2,"EN(α=0.01,l1=0.9)",S007,2.3407,0.142
HRV,lt2,"EN(α=0.01,l1=0.9)",S008,1.208,0.838
HRV,lt2,"EN(α=0.01,l1=0.9)",S009,1.6247,0.948
HRV,lt2,"EN(α=0.01,l1=0.9)",S010,3.6668,0.708
HRV,lt2,"EN(α=0.01,l1=0.9)",S011,1.7541,0.806
HRV,lt2,"EN(α=0.01,l1=0.9)",S012,1.565,0.721
HRV,lt2,"EN(α=0.01,l1=0.9)",S013,3.3913,0.68
HRV,lt2,"EN(α=0.01,l1=0.9)",S014,2.1502,0.787
HRV,lt2,"EN(α=0.01,l1=0.9)",S016,1.9269,0.784
HRV,lt2,"EN(α=0.01,l1=0.9)",S017,0.9037,0.954
HRV,lt2,"EN(α=0.01,l1=0.9)",S018,5.1113,-6.038
HRV,lt2,"EN(α=0.01,l1=0.9)",S019,1.819,0.929
HRV,lt2,"EN(α=0.1,l1=0.2)",S001,2.4172,0.785
HRV,lt2,"EN(α=0.1,l1=0.2)",S002,2.1327,0.612
HRV,lt2,"EN(α=0.1,l1=0.2)",S003,3.5892,0.661
HRV,lt2,"EN(α=0.1,l1=0.2)",S004,1.8281,0.759
HRV,lt2,"EN(α=0.1,l1=0.2)",S005,2.8286,0.64
HRV,lt2,"EN(α=0.1,l1=0.2)",S006,0.9435,0.87
HRV,lt2,"EN(α=0.1,l1=0.2)",S007,0.9413,0.785
HRV,lt2,"EN(α=0.1,l1=0.2)",S008,1.1875,0.844
HRV,lt2,"EN(α=0.1,l1=0.2)",S009,1.4223,0.961
HRV,lt2,"EN(α=0.1,l1=0.2)",S010,4.0172,0.637
HRV,lt2,"EN(α=0.1,l1=0.2)",S011,1.9769,0.762
HRV,lt2,"EN(α=0.1,l1=0.2)",S012,1.5368,0.749
HRV,lt2,"EN(α=0.1,l1=0.2)",S013,2.2759,0.828
HRV,lt2,"EN(α=0.1,l1=0.2)",S014,2.428,0.736
HRV,lt2,"EN(α=0.1,l1=0.2)",S016,1.6315,0.831
HRV,lt2,"EN(α=0.1,l1=0.2)",S017,1.1964,0.931
HRV,lt2,"EN(α=0.1,l1=0.2)",S018,5.7388,-7.907
HRV,lt2,"EN(α=0.1,l1=0.2)",S019,1.6631,0.94
HRV,lt2,"EN(α=0.1,l1=0.5)",S001,2.3108,0.804
HRV,lt2,"EN(α=0.1,l1=0.5)",S002,2.2573,0.569
HRV,lt2,"EN(α=0.1,l1=0.5)",S003,3.5629,0.665
HRV,lt2,"EN(α=0.1,l1=0.5)",S004,1.8496,0.758
HRV,lt2,"EN(α=0.1,l1=0.5)",S005,2.8117,0.662
HRV,lt2,"EN(α=0.1,l1=0.5)",S006,0.8538,0.893
HRV,lt2,"EN(α=0.1,l1=0.5)",S007,1.3346,0.68
HRV,lt2,"EN(α=0.1,l1=0.5)",S008,1.1827,0.844
HRV,lt2,"EN(α=0.1,l1=0.5)",S009,1.4703,0.958
HRV,lt2,"EN(α=0.1,l1=0.5)",S010,3.9139,0.659
HRV,lt2,"EN(α=0.1,l1=0.5)",S011,1.9084,0.777
HRV,lt2,"EN(α=0.1,l1=0.5)",S012,1.5425,0.741
HRV,lt2,"EN(α=0.1,l1=0.5)",S013,2.5569,0.798
HRV,lt2,"EN(α=0.1,l1=0.5)",S014,2.3419,0.752
HRV,lt2,"EN(α=0.1,l1=0.5)",S016,1.722,0.818
HRV,lt2,"EN(α=0.1,l1=0.5)",S017,1.107,0.94
HRV,lt2,"EN(α=0.1,l1=0.5)",S018,5.5533,-7.314
HRV,lt2,"EN(α=0.1,l1=0.5)",S019,1.6851,0.939
HRV,lt2,"EN(α=0.1,l1=0.9)",S001,2.1118,0.836
HRV,lt2,"EN(α=0.1,l1=0.9)",S002,2.4784,0.487
HRV,lt2,"EN(α=0.1,l1=0.9)",S003,3.5358,0.67
HRV,lt2,"EN(α=0.1,l1=0.9)",S004,1.913,0.745
HRV,lt2,"EN(α=0.1,l1=0.9)",S005,2.8208,0.681
HRV,lt2,"EN(α=0.1,l1=0.9)",S006,0.7947,0.911
HRV,lt2,"EN(α=0.1,l1=0.9)",S007,2.0959,0.309
HRV,lt2,"EN(α=0.1,l1=0.9)",S008,1.2014,0.84
HRV,lt2,"EN(α=0.1,l1=0.9)",S009,1.5833,0.95
HRV,lt2,"EN(α=0.1,l1=0.9)",S010,3.7233,0.698
HRV,lt2,"EN(α=0.1,l1=0.9)",S011,1.7886,0.8
HRV,lt2,"EN(α=0.1,l1=0.9)",S012,1.5586,0.726
HRV,lt2,"EN(α=0.1,l1=0.9)",S013,3.1879,0.713
HRV,lt2,"EN(α=0.1,l1=0.9)",S014,2.1918,0.779
HRV,lt2,"EN(α=0.1,l1=0.9)",S016,1.8796,0.792
HRV,lt2,"EN(α=0.1,l1=0.9)",S017,0.947,0.952
HRV,lt2,"EN(α=0.1,l1=0.9)",S018,5.2121,-6.31
HRV,lt2,"EN(α=0.1,l1=0.9)",S019,1.7764,0.932
HRV,lt2,"EN(α=1.0,l1=0.2)",S001,3.1093,0.613
HRV,lt2,"EN(α=1.0,l1=0.2)",S002,1.4177,0.808
HRV,lt2,"EN(α=1.0,l1=0.2)",S003,4.0919,0.574
HRV,lt2,"EN(α=1.0,l1=0.2)",S004,2.0511,0.654
HRV,lt2,"EN(α=1.0,l1=0.2)",S005,3.4051,0.341
HRV,lt2,"EN(α=1.0,l1=0.2)",S006,1.622,0.63
HRV,lt2,"EN(α=1.0,l1=0.2)",S007,1.6567,0.567
HRV,lt2,"EN(α=1.0,l1=0.2)",S008,1.308,0.775
HRV,lt2,"EN(α=1.0,l1=0.2)",S009,1.7825,0.934
HRV,lt2,"EN(α=1.0,l1=0.2)",S010,4.732,0.443
HRV,lt2,"EN(α=1.0,l1=0.2)",S011,2.3905,0.641
HRV,lt2,"EN(α=1.0,l1=0.2)",S012,1.5106,0.783
HRV,lt2,"EN(α=1.0,l1=0.2)",S013,2.4992,0.77
HRV,lt2,"EN(α=1.0,l1=0.2)",S014,3.1271,0.572
HRV,lt2,"EN(α=1.0,l1=0.2)",S016,1.2247,0.863
HRV,lt2,"EN(α=1.0,l1=0.2)",S017,1.9743,0.816
HRV,lt2,"EN(α=1.0,l1=0.2)",S018,6.0399,-9.348
HRV,lt2,"EN(α=1.0,l1=0.2)",S019,2.4464,0.857
HRV,lt2,"EN(α=1.0,l1=0.5)",S001,2.9354,0.665
HRV,lt2,"EN(α=1.0,l1=0.5)",S002,1.5374,0.79
HRV,lt2,"EN(α=1.0,l1=0.5)",S003,3.9178,0.604
HRV,lt2,"EN(α=1.0,l1=0.5)",S004,1.9469,0.689
HRV,lt2,"EN(α=1.0,l1=0.5)",S005,3.1847,0.431
HRV,lt2,"EN(α=1.0,l1=0.5)",S006,1.4788,0.666
HRV,lt2,"EN(α=1.0,l1=0.5)",S007,1.6106,0.592
HRV,lt2,"EN(α=1.0,l1=0.5)",S008,1.2355,0.804
HRV,lt2,"EN(α=1.0,l1=0.5)",S009,1.5596,0.952
HRV,lt2,"EN(α=1.0,l1=0.5)",S010,4.5549,0.492
HRV,lt2,"EN(α=1.0,l1=0.5)",S011,2.3287,0.668
HRV,lt2,"EN(α=1.0,l1=0.5)",S012,1.5132,0.78
HRV,lt2,"EN(α=1.0,l1=0.5)",S013,2.2588,0.819
HRV,lt2,"EN(α=1.0,l1=0.5)",S014,2.9526,0.618
HRV,lt2,"EN(α=1.0,l1=0.5)",S016,1.1565,0.873
HRV,lt2,"EN(α=1.0,l1=0.5)",S017,1.75,0.854
HRV,lt2,"EN(α=1.0,l1=0.5)",S018,6.242,-9.93
HRV,lt2,"EN(α=1.0,l1=0.5)",S019,2.1131,0.894
HRV,lt2,"EN(α=1.0,l1=0.9)",S001,2.475,0.775
HRV,lt2,"EN(α=1.0,l1=0.9)",S002,2.063,0.635
HRV,lt2,"EN(α=1.0,l1=0.9)",S003,3.6122,0.657
HRV,lt2,"EN(α=1.0,l1=0.9)",S004,1.8295,0.756
HRV,lt2,"EN(α=1.0,l1=0.9)",S005,2.8518,0.622
HRV,lt2,"EN(α=1.0,l1=0.9)",S006,1.0072,0.855
HRV,lt2,"EN(α=1.0,l1=0.9)",S007,0.8116,0.805
HRV,lt2,"EN(α=1.0,l1=0.9)",S008,1.1925,0.844
HRV,lt2,"EN(α=1.0,l1=0.9)",S009,1.393,0.963
HRV,lt2,"EN(α=1.0,l1=0.9)",S010,4.0712,0.624
HRV,lt2,"EN(α=1.0,l1=0.9)",S011,2.0117,0.755
HRV,lt2,"EN(α=1.0,l1=0.9)",S012,1.5264,0.755
HRV,lt2,"EN(α=1.0,l1=0.9)",S013,2.1597,0.84
HRV,lt2,"EN(α=1.0,l1=0.9)",S014,2.4769,0.726
HRV,lt2,"EN(α=1.0,l1=0.9)",S016,1.5714,0.839
HRV,lt2,"EN(α=1.0,l1=0.9)",S017,1.2445,0.926
HRV,lt2,"EN(α=1.0,l1=0.9)",S018,5.7985,-8.114
HRV,lt2,"EN(α=1.0,l1=0.9)",S019,1.6697,0.939
HRV,lt2,"GBM(n=50,d=2)",S001,2.0776,0.826
HRV,lt2,"GBM(n=50,d=2)",S002,2.3069,0.496
HRV,lt2,"GBM(n=50,d=2)",S003,3.7477,0.659
HRV,lt2,"GBM(n=50,d=2)",S004,1.9697,0.722
HRV,lt2,"GBM(n=50,d=2)",S005,2.7778,0.661
HRV,lt2,"GBM(n=50,d=2)",S006,0.8023,0.919
HRV,lt2,"GBM(n=50,d=2)",S007,1.5669,0.435
HRV,lt2,"GBM(n=50,d=2)",S008,1.4088,0.784
HRV,lt2,"GBM(n=50,d=2)",S009,3.6986,0.717
HRV,lt2,"GBM(n=50,d=2)",S010,4.0971,0.615
HRV,lt2,"GBM(n=50,d=2)",S011,2.3422,0.632
HRV,lt2,"GBM(n=50,d=2)",S012,1.5224,0.757
HRV,lt2,"GBM(n=50,d=2)",S013,2.8902,0.743
HRV,lt2,"GBM(n=50,d=2)",S014,2.2621,0.751
HRV,lt2,"GBM(n=50,d=2)",S016,1.8042,0.806
HRV,lt2,"GBM(n=50,d=2)",S017,1.0681,0.939
HRV,lt2,"GBM(n=50,d=2)",S018,6.2397,-9.63
HRV,lt2,"GBM(n=50,d=2)",S019,2.0536,0.914
HRV,lt2,"GBM(n=50,d=3)",S001,2.0244,0.838
HRV,lt2,"GBM(n=50,d=3)",S002,2.4709,0.44
HRV,lt2,"GBM(n=50,d=3)",S003,3.5761,0.681
HRV,lt2,"GBM(n=50,d=3)",S004,1.8032,0.754
HRV,lt2,"GBM(n=50,d=3)",S005,2.6481,0.656
HRV,lt2,"GBM(n=50,d=3)",S006,0.7165,0.936
HRV,lt2,"GBM(n=50,d=3)",S007,3.1766,-0.744
HRV,lt2,"GBM(n=50,d=3)",S008,1.2843,0.815
HRV,lt2,"GBM(n=50,d=3)",S009,3.9793,0.675
HRV,lt2,"GBM(n=50,d=3)",S010,4.1652,0.598
HRV,lt2,"GBM(n=50,d=3)",S011,2.5655,0.589
HRV,lt2,"GBM(n=50,d=3)",S012,1.7467,0.68
HRV,lt2,"GBM(n=50,d=3)",S013,3.0147,0.732
HRV,lt2,"GBM(n=50,d=3)",S014,2.0787,0.775
HRV,lt2,"GBM(n=50,d=3)",S016,2.0429,0.76
HRV,lt2,"GBM(n=50,d=3)",S017,0.7107,0.972
HRV,lt2,"GBM(n=50,d=3)",S018,6.041,-9.004
HRV,lt2,"GBM(n=50,d=3)",S019,2.3641,0.892
HRV,lt2,"GBM(n=100,d=2)",S001,2.0935,0.824
HRV,lt2,"GBM(n=100,d=2)",S002,2.4196,0.434
HRV,lt2,"GBM(n=100,d=2)",S003,3.7744,0.67
HRV,lt2,"GBM(n=100,d=2)",S004,2.0297,0.71
HRV,lt2,"GBM(n=100,d=2)",S005,2.6176,0.697
HRV,lt2,"GBM(n=100,d=2)",S006,0.7868,0.923
HRV,lt2,"GBM(n=100,d=2)",S007,2.7017,-0.294
HRV,lt2,"GBM(n=100,d=2)",S008,1.4987,0.764
HRV,lt2,"GBM(n=100,d=2)",S009,3.9251,0.654
HRV,lt2,"GBM(n=100,d=2)",S010,4.0412,0.62
HRV,lt2,"GBM(n=100,d=2)",S011,2.4678,0.589
HRV,lt2,"GBM(n=100,d=2)",S012,1.6174,0.731
HRV,lt2,"GBM(n=100,d=2)",S013,3.4644,0.646
HRV,lt2,"GBM(n=100,d=2)",S014,2.2643,0.752
HRV,lt2,"GBM(n=100,d=2)",S016,1.8539,0.791
HRV,lt2,"GBM(n=100,d=2)",S017,0.9356,0.955
HRV,lt2,"GBM(n=100,d=2)",S018,6.4174,-10.23
HRV,lt2,"GBM(n=100,d=2)",S019,2.1744,0.906
HRV,lt2,"GBM(n=100,d=3)",S001,2.1215,0.817
HRV,lt2,"GBM(n=100,d=3)",S002,2.5331,0.41
HRV,lt2,"GBM(n=100,d=3)",S003,3.5635,0.682
HRV,lt2,"GBM(n=100,d=3)",S004,1.8199,0.749
HRV,lt2,"GBM(n=100,d=3)",S005,2.6112,0.66
HRV,lt2,"GBM(n=100,d=3)",S006,0.9051,0.879
HRV,lt2,"GBM(n=100,d=3)",S007,4.4051,-2.167
HRV,lt2,"GBM(n=100,d=3)",S008,1.4147,0.789
HRV,lt2,"GBM(n=100,d=3)",S009,3.9609,0.681
HRV,lt2,"GBM(n=100,d=3)",S010,4.2126,0.587
HRV,lt2,"GBM(n=100,d=3)",S011,2.6025,0.564
HRV,lt2,"GBM(n=100,d=3)",S012,1.808,0.653
HRV,lt2,"GBM(n=100,d=3)",S013,3.5546,0.626
HRV,lt2,"GBM(n=100,d=3)",S014,2.1229,0.768
HRV,lt2,"GBM(n=100,d=3)",S016,1.9952,0.768
HRV,lt2,"GBM(n=100,d=3)",S017,0.6583,0.974
HRV,lt2,"GBM(n=100,d=3)",S018,6.0625,-9.15
HRV,lt2,"GBM(n=100,d=3)",S019,2.5116,0.876
HRV,lt2,"GBM(n=200,d=2)",S001,2.0696,0.823
HRV,lt2,"GBM(n=200,d=2)",S002,2.4361,0.42
HRV,lt2,"GBM(n=200,d=2)",S003,3.7442,0.673
HRV,lt2,"GBM(n=200,d=2)",S004,2.0434,0.702
HRV,lt2,"GBM(n=200,d=2)",S005,2.6599,0.682
HRV,lt2,"GBM(n=200,d=2)",S006,0.9788,0.866
HRV,lt2,"GBM(n=200,d=2)",S007,3.7688,-1.358
HRV,lt2,"GBM(n=200,d=2)",S008,1.6092,0.737
HRV,lt2,"GBM(n=200,d=2)",S009,4.0233,0.651
HRV,lt2,"GBM(n=200,d=2)",S010,4.0899,0.605
HRV,lt2,"GBM(n=200,d=2)",S011,2.5884,0.545
HRV,lt2,"GBM(n=200,d=2)",S012,1.7768,0.693
HRV,lt2,"GBM(n=200,d=2)",S013,4.0837,0.474
HRV,lt2,"GBM(n=200,d=2)",S014,2.1719,0.766
HRV,lt2,"GBM(n=200,d=2)",S016,1.978,0.761
HRV,lt2,"GBM(n=200,d=2)",S017,0.8451,0.963
HRV,lt2,"GBM(n=200,d=2)",S018,6.2397,-9.685
HRV,lt2,"GBM(n=200,d=2)",S019,2.3194,0.891
HRV,lt2,"GBM(n=200,d=3)",S001,2.1846,0.807
HRV,lt2,"GBM(n=200,d=3)",S002,2.5727,0.392
HRV,lt2,"GBM(n=200,d=3)",S003,3.6028,0.673
HRV,lt2,"GBM(n=200,d=3)",S004,1.8321,0.744
HRV,lt2,"GBM(n=200,d=3)",S005,2.7396,0.623
HRV,lt2,"GBM(n=200,d=3)",S006,1.0264,0.816
HRV,lt2,"GBM(n=200,d=3)",S007,5.2371,-3.441
HRV,lt2,"GBM(n=200,d=3)",S008,1.4348,0.765
HRV,lt2,"GBM(n=200,d=3)",S009,4.1984,0.637
HRV,lt2,"GBM(n=200,d=3)",S010,4.3399,0.567
HRV,lt2,"GBM(n=200,d=3)",S011,2.5897,0.561
HRV,lt2,"GBM(n=200,d=3)",S012,1.8085,0.645
HRV,lt2,"GBM(n=200,d=3)",S013,4.1569,0.458
HRV,lt2,"GBM(n=200,d=3)",S014,2.1122,0.767
HRV,lt2,"GBM(n=200,d=3)",S016,2.0457,0.749
HRV,lt2,"GBM(n=200,d=3)",S017,0.6942,0.97
HRV,lt2,"GBM(n=200,d=3)",S018,5.8979,-8.638
HRV,lt2,"GBM(n=200,d=3)",S019,2.6305,0.859
HRV,lt2,"SVR(C=1,ε=0.1)",S001,3.1294,0.575
HRV,lt2,"SVR(C=1,ε=0.1)",S002,1.5392,0.786
HRV,lt2,"SVR(C=1,ε=0.1)",S003,4.5332,0.491
HRV,lt2,"SVR(C=1,ε=0.1)",S004,1.9438,0.666
HRV,lt2,"SVR(C=1,ε=0.1)",S005,4.614,-0.07
HRV,lt2,"SVR(C=1,ε=0.1)",S006,1.2349,0.809
HRV,lt2,"SVR(C=1,ε=0.1)",S007,4.4901,-2.304
HRV,lt2,"SVR(C=1,ε=0.1)",S008,1.4388,0.763
HRV,lt2,"SVR(C=1,ε=0.1)",S009,6.5185,-0.019
HRV,lt2,"SVR(C=1,ε=0.1)",S010,5.0904,0.4
HRV,lt2,"SVR(C=1,ε=0.1)",S011,2.2462,0.683
HRV,lt2,"SVR(C=1,ε=0.1)",S012,1.415,0.821
HRV,lt2,"SVR(C=1,ε=0.1)",S013,2.8131,0.716
HRV,lt2,"SVR(C=1,ε=0.1)",S014,3.1797,0.554
HRV,lt2,"SVR(C=1,ε=0.1)",S016,1.6452,0.804
HRV,lt2,"SVR(C=1,ε=0.1)",S017,1.9404,0.815
HRV,lt2,"SVR(C=1,ε=0.1)",S018,2.7279,-1.72
HRV,lt2,"SVR(C=1,ε=0.1)",S019,3.7003,0.591
HRV,lt2,"SVR(C=1,ε=1.0)",S001,3.1314,0.575
HRV,lt2,"SVR(C=1,ε=1.0)",S002,1.5405,0.786
HRV,lt2,"SVR(C=1,ε=1.0)",S003,4.5295,0.492
HRV,lt2,"SVR(C=1,ε=1.0)",S004,1.9417,0.666
HRV,lt2,"SVR(C=1,ε=1.0)",S005,4.6147,-0.071
HRV,lt2,"SVR(C=1,ε=1.0)",S006,1.2348,0.809
HRV,lt2,"SVR(C=1,ε=1.0)",S007,4.4911,-2.306
HRV,lt2,"SVR(C=1,ε=1.0)",S008,1.4406,0.763
HRV,lt2,"SVR(C=1,ε=1.0)",S009,6.5193,-0.019
HRV,lt2,"SVR(C=1,ε=1.0)",S010,5.0904,0.4
HRV,lt2,"SVR(C=1,ε=1.0)",S011,2.2489,0.682
HRV,lt2,"SVR(C=1,ε=1.0)",S012,1.4179,0.82
HRV,lt2,"SVR(C=1,ε=1.0)",S013,2.8124,0.717
HRV,lt2,"SVR(C=1,ε=1.0)",S014,3.1789,0.554
HRV,lt2,"SVR(C=1,ε=1.0)",S016,1.6436,0.804
HRV,lt2,"SVR(C=1,ε=1.0)",S017,1.935,0.816
HRV,lt2,"SVR(C=1,ε=1.0)",S018,2.7255,-1.72
HRV,lt2,"SVR(C=1,ε=1.0)",S019,3.6987,0.592
HRV,lt2,"SVR(C=10,ε=0.1)",S001,2.5348,0.764
HRV,lt2,"SVR(C=10,ε=0.1)",S002,2.1684,0.609
HRV,lt2,"SVR(C=10,ε=0.1)",S003,3.8981,0.644
HRV,lt2,"SVR(C=10,ε=0.1)",S004,1.9348,0.711
HRV,lt2,"SVR(C=10,ε=0.1)",S005,3.1571,0.401
HRV,lt2,"SVR(C=10,ε=0.1)",S006,0.7004,0.932
HRV,lt2,"SVR(C=10,ε=0.1)",S007,3.3428,-0.785
HRV,lt2,"SVR(C=10,ε=0.1)",S008,1.5664,0.759
HRV,lt2,"SVR(C=10,ε=0.1)",S009,5.326,0.248
HRV,lt2,"SVR(C=10,ε=0.1)",S010,4.5604,0.576
HRV,lt2,"SVR(C=10,ε=0.1)",S011,2.4062,0.608
HRV,lt2,"SVR(C=10,ε=0.1)",S012,1.9635,0.592
HRV,lt2,"SVR(C=10,ε=0.1)",S013,2.0844,0.849
HRV,lt2,"SVR(C=10,ε=0.1)",S014,2.6889,0.681
HRV,lt2,"SVR(C=10,ε=0.1)",S016,2.0974,0.748
HRV,lt2,"SVR(C=10,ε=0.1)",S017,1.0002,0.948
HRV,lt2,"SVR(C=10,ε=0.1)",S018,5.1043,-6.359
HRV,lt2,"SVR(C=10,ε=0.1)",S019,2.3404,0.871
HRV,lt2,"SVR(C=10,ε=1.0)",S001,2.5343,0.763
HRV,lt2,"SVR(C=10,ε=1.0)",S002,2.1637,0.61
HRV,lt2,"SVR(C=10,ε=1.0)",S003,3.8985,0.644
HRV,lt2,"SVR(C=10,ε=1.0)",S004,1.9317,0.712
HRV,lt2,"SVR(C=10,ε=1.0)",S005,3.1544,0.402
HRV,lt2,"SVR(C=10,ε=1.0)",S006,0.6983,0.933
HRV,lt2,"SVR(C=10,ε=1.0)",S007,3.3288,-0.769
HRV,lt2,"SVR(C=10,ε=1.0)",S008,1.5702,0.759
HRV,lt2,"SVR(C=10,ε=1.0)",S009,5.3317,0.247
HRV,lt2,"SVR(C=10,ε=1.0)",S010,4.5567,0.576
HRV,lt2,"SVR(C=10,ε=1.0)",S011,2.4089,0.608
HRV,lt2,"SVR(C=10,ε=1.0)",S012,1.9594,0.595
HRV,lt2,"SVR(C=10,ε=1.0)",S013,2.0817,0.849
HRV,lt2,"SVR(C=10,ε=1.0)",S014,2.6882,0.681
HRV,lt2,"SVR(C=10,ε=1.0)",S016,2.1011,0.747
HRV,lt2,"SVR(C=10,ε=1.0)",S017,1.0013,0.948
HRV,lt2,"SVR(C=10,ε=1.0)",S018,5.0949,-6.336
HRV,lt2,"SVR(C=10,ε=1.0)",S019,2.3442,0.871
HRV,lt2,"SVR(C=100,ε=0.1)",S001,2.4815,0.786
HRV,lt2,"SVR(C=100,ε=0.1)",S002,2.3401,0.5
HRV,lt2,"SVR(C=100,ε=0.1)",S003,3.7171,0.642
HRV,lt2,"SVR(C=100,ε=0.1)",S004,2.2123,0.624
HRV,lt2,"SVR(C=100,ε=0.1)",S005,3.3457,0.319
HRV,lt2,"SVR(C=100,ε=0.1)",S006,1.0553,0.815
HRV,lt2,"SVR(C=100,ε=0.1)",S007,5.7068,-4.971
HRV,lt2,"SVR(C=100,ε=0.1)",S008,1.2091,0.809
HRV,lt2,"SVR(C=100,ε=0.1)",S009,5.546,0.145
HRV,lt2,"SVR(C=100,ε=0.1)",S010,4.3274,0.618
HRV,lt2,"SVR(C=100,ε=0.1)",S011,2.4159,0.639
HRV,lt2,"SVR(C=100,ε=0.1)",S012,1.9493,0.511
HRV,lt2,"SVR(C=100,ε=0.1)",S013,2.8961,0.673
HRV,lt2,"SVR(C=100,ε=0.1)",S014,2.0377,0.794
HRV,lt2,"SVR(C=100,ε=0.1)",S016,2.3583,0.688
HRV,lt2,"SVR(C=100,ε=0.1)",S017,0.7737,0.963
HRV,lt2,"SVR(C=100,ε=0.1)",S018,5.1749,-6.321
HRV,lt2,"SVR(C=100,ε=0.1)",S019,2.2849,0.887
HRV,lt2,"SVR(C=100,ε=1.0)",S001,2.4834,0.785
HRV,lt2,"SVR(C=100,ε=1.0)",S002,2.334,0.502
HRV,lt2,"SVR(C=100,ε=1.0)",S003,3.7223,0.641
HRV,lt2,"SVR(C=100,ε=1.0)",S004,2.205,0.626
HRV,lt2,"SVR(C=100,ε=1.0)",S005,3.3336,0.325
HRV,lt2,"SVR(C=100,ε=1.0)",S006,1.0555,0.816
HRV,lt2,"SVR(C=100,ε=1.0)",S007,5.7123,-4.986
HRV,lt2,"SVR(C=100,ε=1.0)",S008,1.215,0.807
HRV,lt2,"SVR(C=100,ε=1.0)",S009,5.5378,0.146
HRV,lt2,"SVR(C=100,ε=1.0)",S010,4.3232,0.618
HRV,lt2,"SVR(C=100,ε=1.0)",S011,2.4115,0.64
HRV,lt2,"SVR(C=100,ε=1.0)",S012,1.9517,0.511
HRV,lt2,"SVR(C=100,ε=1.0)",S013,2.904,0.671
HRV,lt2,"SVR(C=100,ε=1.0)",S014,2.0383,0.794
HRV,lt2,"SVR(C=100,ε=1.0)",S016,2.3608,0.687
HRV,lt2,"SVR(C=100,ε=1.0)",S017,0.7711,0.963
HRV,lt2,"SVR(C=100,ε=1.0)",S018,5.1738,-6.318
HRV,lt2,"SVR(C=100,ε=1.0)",S019,2.2795,0.887
EMG+NIRS,lt2,Ridge(α=1),S001,4.3074,0.269
EMG+NIRS,lt2,Ridge(α=1),S002,3.5724,-0.185
EMG+NIRS,lt2,Ridge(α=1),S003,2.812,0.814
EMG+NIRS,lt2,Ridge(α=1),S004,4.102,-0.75
EMG+NIRS,lt2,Ridge(α=1),S005,5.4992,-0.048
EMG+NIRS,lt2,Ridge(α=1),S006,1.8199,0.56
EMG+NIRS,lt2,Ridge(α=1),S007,4.0066,-2.467
EMG+NIRS,lt2,Ridge(α=1),S008,2.4325,0.434
EMG+NIRS,lt2,Ridge(α=1),S009,6.8263,0.073
EMG+NIRS,lt2,Ridge(α=1),S010,4.729,0.497
EMG+NIRS,lt2,Ridge(α=1),S011,2.7323,0.485
EMG+NIRS,lt2,Ridge(α=1),S012,18.4136,-32.025
EMG+NIRS,lt2,Ridge(α=1),S013,4.05,0.372
EMG+NIRS,lt2,Ridge(α=1),S014,1.9663,0.774
EMG+NIRS,lt2,Ridge(α=1),S016,3.3506,0.241
EMG+NIRS,lt2,Ridge(α=1),S017,2.8758,0.612
EMG+NIRS,lt2,Ridge(α=1),S018,2.3195,-1.19
